student_id,TotalScore,BinaryScore,Tabel.nmbrExtraEx,Tabel.nmbrExtraTestSuccess,Tabel (2).nmbrExtraExPoints,Tabel (2).nmbrExtraTestSuccessPoints,Tabel (3).nmbrImportance3Ex,Tabel (3).nmbrImportance3ExSuccess,Tabel (4).nmbrImportance3ExPoints,Tabel (4).nmbrImportance3ExSuccessPoints,Tabel (5).nmbrImportance2Ex,Tabel (5).nmbrImportance2ExSuccess,Tabel (6).nmbrImportance2ExPoints,Tabel (6).nmbrImportance2ExPointsSuccessPoints,Tabel (7).nmbrPointsAwardedImportance3,Tabel (8).nmbrPointsAwardedImportance2,Tabel (9).nmbrPointsAwardedOnExtraEx,Tabel (10).averageEachAssignmentSubmitted,Tabel (11).nmbrSubmissionsLastWeek,Tabel (12).nmbrExtraExCompleted,Tabel (13).nmbrImportance2ExCompleted,Tabel (14).nmbrImportance3ExCompleted,Tabel (15).nmbrImportance0ExCompleted,Tabel (17).averSolSubmDiff,Tabel (18).nmbrSuccessSubmissionsLastWeek,Tabel (22).nmbrSuccesTestsLastWeek,Tabel (23).nmbrSucessTestImportance0,Tabel (24).nmbrSucesTestsImportance2,Tabel (25).nmbrSuccesTestsImportance3,Tabel (26).nmbrSubmissionsLastWeek,Tabel (27).nmbrPointsLast3Weeks,Tabel (28).nmbrPointsFirst3Weeks,Tabel (29).nmbrPoints,Tabel (30).averSolSubmDiffRatio,Tabel (31).averSolSubmImportance3DiffRatio,Tabel (32).useraverSolSubmImportance2DiffRatio,Tabel (33).useruseraverSolSubmImportance0DiffRatio,Tabel (34).nmbrCheat,Tabel (35).avTimeBeforeExam
c01c8beb003efd4b81359ef637046745,2.5,0,133,520,0,0,200,583,0,0,63,290,0,0,0,0,0,30.9333,0,9,7,3,64,84.27027027,0,0,0,0,0,0,120,120,264,0.945115949,0.96891725,0.804608595,0.959368255,10,51197775.82
5833a008d02b3704ce7c63323cc1e0f4,8.899999619,1,108,613,0,0,33,79,0,0,64,318,0,0,0,0,0,13.84,0,7,5,0,37,26.95238095,0,0,0,0,0,0,0,960,2310,1.102703079,0,1.249664642,1.082843408,2,57552219.33
2041ef8f2d5f4a402e12d4df18bc0c2c,0.600000024,0,10,1,1,1,0,0,0,0,10,1,1,1,0,7,7,11.7368,0,0,0,0,34,-54.70588235,0,0,0,0,0,0,0,967,1567,1.069700355,0,0,1.069700355,7,78576215.08
23425d5a573f5457f642aa7871284c73,3.599999905,0,26,155,0,0,631,2483,13,170,26,155,0,0,420,0,0,42.5769,0,1,1,22,26,-252.3265306,0,0,0,0,0,0,420,608,1763,1.006329764,1.09232258,1.088552916,0.896659481,1,50903060.93
ecaf8d9d0917af6e9608ed700ccfcab5,6.900000095,1,132,603,14,164,528,2226,10,151,71,365,14,164,420,880,880,31.4595,34,9,6,23,61,302.5777778,27,0,0,0,0,0,420,1506,3340,1.013170482,0.931834448,0.855459209,1.060916184,5,60997362.97
1e722a89fd13b69085e78da25393f32b,7.5,1,50,366,15,196,204,1000,18,236,49,366,15,196,840,880,880,19.871,90,9,9,8,40,140.1403509,85,0,0,0,0,0,840,1500,3977,0.983134318,1.118302433,1.091873266,0.931634432,10,72293584.94
40a11dc440977746656b1bf7c7172938,1.100000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6667,0,0,0,0,5,109.6,0,0,0,0,0,0,0,6,6,0.886095029,0,0,0.886095029,0,73164113.41
38d4cb414932086975a7645c0ea34acb,3.200000048,0,3,37,2,14,0,0,0,0,1,23,0,0,0,0,32,1.3684,0,0,0,0,21,199.4285714,0,0,0,0,0,0,0,960,1952,1.006249106,0,0,1.006249106,2,90084282.16
f01304dc954c5e8efb6478ce48b01ba6,4.099999905,0,0,0,0,0,209,523,0,0,0,0,0,0,0,0,0,28.3043,148,0,0,0,29,-9.793103448,0,0,0,0,0,0,0,772,952,1.009462989,0,0,1.009462989,5,68882133.12
462bcaf2de0488d17bfdda67e0241de7,6.800000191,1,99,349,3,14,368,1864,13,192,99,349,3,14,385,66,66,35.8621,57,4,4,8,33,274.6666667,54,0,0,0,0,0,385,600,2102,0.902604943,0.878400255,0.812616208,0.921694338,10,52206619.26
07da586f92df8000f55aa13552d912ea,5.900000095,1,3,53,0,0,167,544,0,0,3,53,0,0,0,0,0,23.1053,0,3,3,1,15,-49.26315789,0,0,0,0,0,0,0,0,530,1.037370602,1.192307692,1.000719942,1.034371594,4,51406483.06
668e064f316b539208a7244850d4dc8c,8.199999809,1,102,775,2,5,122,663,13,178,102,775,2,5,420,33,33,24.6154,0,14,14,15,59,9.181818182,0,0,0,0,0,0,420,0,1533,0.984935547,1.275932401,1.033577946,0.899411031,5,61992261.86
53db9287ff35605087363aa2131e9632,7.5,1,0,0,0,0,126,497,0,0,0,0,0,0,0,0,0,24.7895,66,0,0,1,18,333.8947368,48,0,0,0,0,0,0,0,1115,0.981659513,1.238003839,0,0.967418162,4,58708638.8
2f840e664922cd5532a517b4ddc49f0d,5.900000095,1,0,0,0,0,260,935,0,0,0,0,0,0,0,0,0,23,0,0,0,1,22,-3.130434783,0,0,0,0,0,0,240,0,240,1.000969143,0.97016317,0,1.002436094,4,29076104.59
bd5a4409a8e2980d540e207dec7ed586,5.300000191,1,26,212,0,0,305,2662,13,199,26,212,0,0,420,0,0,18.84,0,0,0,38,19,434.7368421,0,0,0,0,0,0,420,0,420,0.975227378,0.964484161,0,0.996713812,1,56678577.89
39ca8cbfaa227a21a669bc19836a0637,2.799999952,0,0,0,0,0,418,1401,19,257,0,0,0,0,385,0,0,41,237,0,0,3,5,431,139,0,0,0,0,0,385,0,385,0.921199213,0.877816628,0,0.947228764,5,60350415.03
4bceb6b807e11b1c5d924a39acddb929,5.900000095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5833,0,0,0,0,13,338.1538462,0,0,0,0,0,0,120,0,120,0.879669113,0,0,0.879669113,4,65743011.21
f82c44d2be7a79f58995fd241fe66d23,4.699999809,0,23,96,0,0,322,1075,0,0,23,96,0,0,0,0,0,20.9697,0,1,1,4,42,-564.2553191,0,0,0,0,0,0,25,0,25,0.916485928,0.795921256,0.6,0.94069031,4,57817599.13
0700ee42b75dcf8ce7765dda1c0881cb,7.5,1,43,40,0,0,57,180,0,0,9,34,0,0,0,0,0,15.3125,0,0,0,0,9,-13.77777778,0,0,0,0,0,0,120,0,120,1.024879242,0,0,1.024879242,1,51217606.49
e38e1c7952ce1bf8c772d96ca5e7c364,9,1,415,2612,56,775,384,2560,61,962,220,999,27,306,3780,880,1420,31.9189,7,13,8,29,60,516.8659794,7,0,0,0,0,7,1680,2449,7310,1.067957925,0.955419237,0.968234749,1.141801695,14,79925808.99
9592f8ef175fd6ca607a2c78b61aed23,9.399999619,1,175,1149,0,0,177,813,9,132,75,403,0,0,355,0,0,24.6897,1,11,5,11,41,1120.842105,1,0,0,0,0,1,355,480,2180,0.885365764,0.752462275,1.063152405,0.8993415,13,37138236.51
9b2a203f1a5eb3a4a8160145141e781e,7.099999905,1,0,0,0,0,129,156,0,0,0,0,0,0,0,0,0,10.5,377,0,0,1,14,108.5333333,100,967,964,0,3,100,25,0,25,1.001391621,0.705827506,0,1.022503344,4,53980916.85
589158ddb501e841a6ae3e105d3a60d3,6.900000095,1,30,242,0,0,137,547,0,0,14,156,0,0,0,0,0,10.1852,367,5,3,8,17,1568.428571,146,1085,894,129,62,146,50,0,50,0.82766667,0.636538386,0.840861427,0.915280905,3,89083962.45
632aa61d43181ec8c12da13ec48e3527,6.5,1,166,1115,11,132,610,3792,11,104,62,451,11,132,251,660,660,31.4167,366,12,6,48,51,992.8380952,311,2160,1653,75,432,293,251,1772,2869,0.919915646,0.861124253,0.918373983,0.977695991,19,55875725.08
fc3bae4b7271803308c96bf413773878,5.599999905,1,526,2162,61,791,372,1066,24,365,249,701,30,304,2322,880,1420,42.2857,36,11,9,12,50,488.5070423,29,91,91,0,0,3,222,1980,5842,0.959301486,0.890302038,0.995142748,0.969831111,5,74856677.4
40b80a09960238e1b6521ee4758f27d7,0.400000006,0,41,105,0,0,0,0,0,0,12,90,0,0,0,0,0,7.4762,109,2,2,0,19,96.76190476,35,356,266,90,0,35,25,120,331,0.911808995,0,0.833632266,0.920038124,2,83455754.21
1e376f963d322d0143758005f37fa0bc,1.700000048,0,118,136,7,35,404,1004,0,0,49,86,7,35,0,315,315,29.7333,141,0,0,17,13,2432.4,137,203,0,0,203,137,0,1355,2014,0.90949401,0.706917132,0,1.19647792,2,73521915.88
3ccc40fe3fb96ab9dd4ecb18e5ba7f79,3.599999905,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,1.7368,164,0,0,0,22,205.0909091,15,145,145,0,0,15,120,840,1080,0.914907129,0,0,0.914907129,0,46760227.71
9bed6a8feec9751871b4be9c22b3a159,7.5,1,23,209,0,0,35,272,8,126,23,209,0,0,420,0,0,6.0769,127,5,5,5,23,563.030303,28,399,190,209,0,28,420,960,2700,1.015366808,0.827046481,1.153573972,1.026260974,0,67894160.64
e7c7d247c6b9c1ba32cdc279c5ed3aa7,7.5,1,8,96,6,69,187,1551,1,27,8,96,6,69,420,632,632,14.7826,16,3,3,30,28,654.8852459,16,6,6,0,0,2,420,1352,2372,0.91528209,0.905429022,0.96416589,0.920601399,2,32836670.24
f7fb5ccaba6359e7c56a0e10e49afd12,8.300000191,1,231,1096,42,594,165,897,14,279,103,522,18,235,2100,880,1420,22.1667,32,6,4,9,48,435.147541,32,439,0,0,439,101,0,1860,5740,0.935498532,0.970896972,0.984928515,0.921156702,0,85203954.22
9877c49ce9fe65ec2132d18ba38c6d8d,6.199999809,1,27,62,0,0,2,42,0,0,27,62,0,0,0,0,0,16.9375,167,0,0,1,38,301.6410256,69,324,262,62,0,69,0,480,1030,0.942052013,1.255244755,0,0.933810099,7,52781545.73
a63e809e45b10d9b448eb0e42ef1dc30,6.699999809,1,7,14,3,14,154,514,7,47,7,14,3,14,162,100,100,15,41,0,0,1,7,646.5,37,136,0,0,136,37,162,0,892,0.857909552,0.932574431,0,0.847243141,0,45662895.23
bc94e0142fae95d399b085a43b686789,9.199999809,1,181,867,12,57,203,756,8,46,61,346,7,44,228,144,218,21.3714,170,7,3,3,36,473.6190476,117,655,526,17,112,108,162,147,1554,0.882871914,0.793579634,0.903289342,0.889133265,1,64255881.72
0f67c00699dd56b72388f9b7096c9273,5,1,0,0,0,0,257,179,5,33,0,0,0,0,148,0,0,30.4091,60,0,0,2,15,-352.2352941,57,245,245,0,0,47,148,437,1446,1.48162479,0.934381837,0,1.559802355,2,61030158.07
cd49b1ba2cda6d3c2ed2985165c3b899,9.199999809,1,123,999,0,0,219,1630,7,41,75,644,0,0,192,0,0,19.5789,582,18,16,21,38,437.2266667,300,989,437,552,0,146,312,840,2352,0.980452913,1.08687848,1.062842268,0.872781199,6,57616625.2
9d60b4d7a0c03e9d105a2b08900c27ed,6.699999809,1,31,303,4,38,53,209,3,9,13,154,4,38,329,177,177,9.8519,0,1,1,0,23,8.333333333,0,240,142,0,98,28,329,83,1438,1.025293636,0,0.782608696,1.035845156,2,69239400.47
4bad2737c0de0cc8e8e58ef64349b22a,3.599999905,0,51,254,6,42,150,564,7,37,51,254,6,42,133,103,103,16.5238,66,3,3,2,16,-181.5238095,66,381,183,198,0,66,133,875,1008,0.989140434,1.589731286,0.93379034,0.924444721,1,53945792.06
0aa9884c48b8b10ab9e15b20d8bae760,8.100000381,1,155,1407,4,60,264,2140,0,0,71,415,4,60,0,660,660,21.5455,743,24,14,20,65,388.969697,203,1300,1118,134,48,203,120,1500,2100,0.970752659,0.88662579,0.977673216,0.995147268,2,49833947.92
ec3da8175147e3f519b160ae2b145575,5.300000191,1,29,283,0,0,31,738,2,53,12,104,0,0,420,0,0,4.5676,62,7,5,9,41,-219.1272727,62,258,190,41,27,28,420,840,2460,0.956311813,1.035925975,0.816918983,0.955718985,3,51408994.16
bece0da10eebeda5a6c1db86df7bc611,6.800000191,1,259,2136,12,137,206,988,6,49,73,304,12,137,222,782,782,24.7273,235,5,4,13,43,294.1333333,204,1861,1716,29,116,204,222,1740,3284,1.043900992,0.831038745,1.068320724,1.112350487,4,77438542.58
dd9b2c3f0856683e70d14bae5ebf2cf9,6.900000095,1,2,3,1,3,752,5116,0,0,2,3,1,3,0,33,33,55.9355,509,0,0,55,91,1196.246575,506,1122,1122,0,0,123,0,840,2213,0.898787388,0.759761491,0,0.986677323,11,66330159.81
bcd09ced2830adb0f88b30ba2b2ef410,8.600000381,1,128,548,1,3,497,2719,13,190,63,354,1,3,420,33,33,36.5484,341,16,12,41,90,515.6083916,323,1539,937,220,382,219,420,840,2613,0.913252803,0.930148913,0.851739744,0.913806659,23,66171919.78
40619eede0fe86c565cbb860839847cd,5,1,31,152,2,5,341,862,9,60,31,152,2,5,177,33,33,45.2069,257,0,0,3,42,-119.7333333,242,894,749,145,0,141,177,1080,2047,1.047236579,1.045425464,0,1.047372412,4,69054919.85
23f4d2b9f105186e6fba9e12da2b2cb5,4.699999809,0,14,133,6,53,3,18,0,0,13,130,6,53,0,118,118,6.5652,21,3,3,0,27,229.3333333,21,14,14,0,0,1,0,958,1531,0.966160398,0,0.841690444,0.979990393,4,72214398.21
240d98294ba363f75f396151647aa356,7.800000191,1,12,51,0,0,258,1280,2,21,12,51,0,0,162,0,0,18.7391,146,0,0,9,18,-146.5185185,100,213,162,0,51,96,187,414,1251,1.133791502,1.422480052,0,0.989447228,5,68962452.22
306cdf4dbb4a6d6747b1f023e51933d0,7.800000191,1,171,982,0,0,187,558,5,75,91,598,0,0,281,0,0,36.8966,190,12,6,9,55,-12.62857143,188,693,259,434,0,91,401,120,521,1.034158133,0.980835866,0.980509928,1.048736126,8,64772281.89
3a818521afe0f9afa4cb2626f1b864f0,7.800000191,1,53,77,4,41,468,1622,7,61,53,77,4,41,207,220,220,39.0909,347,3,3,10,26,631.6923077,265,1748,631,0,1117,315,257,240,1462,0.958029695,0.984046411,1.242099898,0.907467069,3,76496766.27
ec440d6b3dcf068e2c652fb01a4eefa4,4.800000191,0,3,45,0,0,3,10,0,0,3,45,0,0,0,0,0,5.56,43,2,2,0,34,315.2222222,43,225,225,0,0,28,50,0,197,0.935090782,0,0.832312893,0.941319745,1,77787012.76
dcfcf33c59aacacd6b65095a00e72dc5,4.699999809,0,11,73,0,0,204,496,13,148,11,73,0,0,325,0,0,22.5,36,2,2,2,20,269.5,32,377,366,11,0,62,325,0,580,0.884097206,0.802797203,0.643478261,0.916289101,5,50935148
5af5c6b148a1d9b3d4fb6bef9397bbb2,6.699999809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2857,267,0,0,0,10,81.6,15,208,208,0,0,15,25,0,25,0.907330195,0,0,0.907330195,0,89039697.72
