student_id;haskell_score;nb_Subs;nb_completeSubs;nb_mockSubs;nb_'Extra'Subs;nb_PointsAwarded;av_styleLength;av_subLength;av_errorLength;av_nmbSuccessTests;nb_SuccessTests;av_DiffRatio;av_CompletedDiffRatio;nb_CompletedMockSubs;av_CompletedStyleLength;nb_Completed'Extra';nb_CompletedPrevYears;av_CompletedPrevYears;nb_CompletedImportance2Subs;av_StyleLengthCompletedImportance2;av_CompletedImportance2SubsDiffRatio;nb_Importance2SuccessTests;nb_Importance3SuccessTests;nb_CompletedImportance3Subs;av_StyleLengthCompletedImportance3;av_CompletedImportance3SubsDiffRatio;nb_completed'Extra'Subs;av_Completed'Extra'SubsDiffRatio;nb_'Extra'SuccessTests;nb_MockSuccessTests;nb_PointsFirst2WeeksHaskell;nb_PointsLast2WeeksHaskell;avdiffDeadline1;nmbrDecemberSubs;nmbrCompleteDecemberSubs;nmbrJanuarySubs;nmbrCompleteJanuarySubs;nmbrSuccessTestsJanuary;nbCompleteOnTimeSubs1;nmbMorningSubsOnTIme;nmbDaySubsOnTIme;nmbNightSubsOnTIme;nmbrAlmostCheat1;nmbrCheat1;nmbrCheatOnTime1;nmbMorningubsOnTImeCompleted;nmbDaySubsOnTImeCompleted;nmbNightSubsOnTImeCompleted;nmbMorningubsOnTImeCompleted1;nmbDaySubsOnTImeCompleted1;nmbNightSubsOnTImeCompleted1;nbMorningCompleteSubs;nDayCompleteSubs;nmbDaySubs;nmbNightSubs;nmbrOctoberSubs;nmbrCompleteOctoberSubs;avNmbrShort_05;avNmbrQuiteShort_075;avNmbrQuiteLong_15;avNmbrLong_2;avNmbrAroundSol_025;avStyleLengthCompltedSubsJanuary;avStyleLengthCompltedSubsOctober;avStyleLength;succes
3be4c84b8900b19744af22632a15bdd1;7.50;121.00;13.00;0.00;10.00;1187.00;389.45;1555.87;229.16;5.14;622.00;3.20;0.96;0.00;553.54;0.00;0.00;0.00;0.00;0.00;0.00;18.00;0.00;0.00;0.00;0.00;0.00;0.00;18.00;0.00;0.00;0.00;1.29;27.00;2.00;2.00;2.00;9.00;5.00;0.00;47.00;0.00;24.00;1.00;0.00;0.00;5.00;0.00;0.00;5.00;0.00;0.00;19.00;137.00;0.00;15.00;5.00;0.00;0.13;0.00;0.13;0.73;10.00;170.00;423.58;1.00
aa697914859b16ee577b6d04269560ec;9.00;179.00;16.00;1.00;35.00;2587.00;377.56;1081.65;330.06;4.42;792.00;1.70;1.08;0.00;606.75;3.00;0.00;0.00;3.00;1246.67;1.11;176.00;21.00;0.00;0.00;0.00;3.00;1.11;176.00;21.00;1540.00;247.00;1.54;2.00;0.00;0.00;0.00;0.00;15.00;0.00;150.00;0.00;36.00;1.00;1.00;0.00;15.00;0.00;0.00;15.00;0.00;0.00;26.00;238.00;1.00;56.00;11.00;0.68;0.25;0.00;0.04;0.04;0.00;129.00;412.00;1.00
726b7a2d27d7cf498094124df70d2338;7.00;348.00;32.00;108.00;20.00;1007.00;472.54;2065.61;321.31;6.34;2206.00;0.77;0.91;0.00;403.38;0.00;0.00;0.00;0.00;0.00;0.00;61.00;451.00;0.00;0.00;0.00;0.00;0.00;61.00;451.00;0.00;0.00;0.95;262.00;35.00;491.00;113.00;2711.00;25.00;0.00;306.00;0.00;157.00;26.00;2.00;0.00;25.00;0.00;0.00;25.00;0.00;45.00;173.00;1016.00;45.00;178.00;25.00;0.31;0.25;0.00;0.09;0.34;102.00;11.00;168.79;1.00
7716025badb98c78d5fc40467b228c9b;6.00;783.00;90.00;184.00;88.00;1399.00;441.84;2074.09;259.09;5.09;3984.00;2.34;0.92;19.00;784.93;15.00;19.00;0.21;14.00;1319.71;0.90;677.00;856.00;19.00;1849.05;0.88;15.00;1.00;678.00;856.00;0.00;0.00;1.15;342.00;89.00;218.00;50.00;1756.00;19.00;0.00;316.00;0.00;134.00;12.00;2.00;0.00;19.00;0.00;0.00;19.00;0.00;29.00;188.00;892.00;0.00;91.00;38.00;0.48;0.22;0.02;0.08;0.16;697.00;11.00;359.32;1.00
6da8a54723c1ed53525116e45e35a727;5.00;193.00;12.00;0.00;38.00;958.00;323.81;1141.58;313.10;4.12;795.00;0.87;0.99;0.00;332.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;33.00;11.00;1.00;2.00;0.00;2.00;6.00;0.00;84.00;0.00;27.00;4.00;2.00;0.00;6.00;0.00;0.00;6.00;0.00;0.00;15.00;198.00;0.00;3.00;3.00;0.00;0.00;0.00;1.00;0.00;0.00;88.00;283.20;1.00
a5aac26648196da0e8cbee9c805ef528;6.00;632.00;30.00;128.00;88.00;1270.00;689.09;2478.34;469.19;4.00;2531.00;0.84;0.91;1.00;612.80;2.00;1.00;0.03;2.00;354.00;0.81;315.00;403.00;1.00;4064.00;1.10;2.00;0.81;315.00;403.00;220.00;0.00;1.22;154.00;8.00;362.00;25.00;1241.00;6.00;0.00;181.00;0.00;124.00;10.00;0.00;0.00;6.00;0.00;0.00;6.00;0.00;13.00;50.00;539.00;2.00;91.00;24.00;0.52;0.13;0.00;0.15;0.18;576.00;65.00;326.13;1.00
d8e25bf159951bd2deb2f13180808d9e;6.50;836.00;55.00;261.00;122.00;1795.00;624.06;1994.33;255.80;5.91;4942.00;0.83;1.03;8.00;744.00;9.00;1.00;0.02;9.00;876.89;0.86;716.00;2100.00;8.00;2152.00;1.33;9.00;0.86;716.00;2100.00;0.00;0.00;1.01;348.00;44.00;395.00;55.00;2212.00;5.00;0.00;195.00;0.00;120.00;8.00;1.00;0.00;5.00;0.00;0.00;5.00;0.00;6.00;117.00;953.00;105.00;54.00;10.00;0.19;0.35;0.09;0.06;0.17;525.00;226.00;355.29;1.00
4c52cb4b389af0960f478140229e0244;6.00;256.00;8.00;0.00;21.00;1212.00;337.39;1973.16;241.20;4.57;1171.00;0.83;0.88;0.00;107.50;0.00;0.00;0.00;0.00;0.00;0.00;148.00;0.00;0.00;0.00;0.00;0.00;0.00;148.00;0.00;193.00;0.00;0.95;47.00;0.00;29.00;17.00;111.00;3.00;0.00;149.00;0.00;55.00;9.00;0.00;0.00;3.00;0.00;0.00;3.00;0.00;2.00;24.00;315.00;5.00;37.00;4.00;0.00;0.38;0.00;0.03;0.59;8.00;66.00;43.45;1.00
09f41f27c891e95e2f70a89266040b8e;5.00;172.00;5.00;29.00;5.00;125.00;318.02;1380.84;299.91;4.37;752.00;1.54;0.93;0.00;216.00;0.00;0.00;0.00;0.00;0.00;0.00;9.00;19.00;0.00;0.00;0.00;0.00;0.00;9.00;19.00;125.00;0.00;0.57;40.00;10.00;108.00;8.00;479.00;0.00;0.00;24.00;0.00;23.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;24.00;193.00;5.00;29.00;6.00;0.45;0.28;0.00;0.00;0.28;50.00;66.00;80.14;1.00
248ac370e2d04212e3d4945afe2f8c30;5.00;60.00;9.00;7.00;9.00;0.00;212.93;1129.00;223.87;4.82;289.00;0.81;0.91;0.00;196.00;1.00;0.00;0.00;1.00;216.00;0.98;62.00;3.00;0.00;0.00;0.00;1.00;0.98;62.00;3.00;0.00;0.00;1.37;221.00;57.00;143.00;33.00;931.00;1.00;0.00;119.00;0.00;127.00;33.00;3.00;0.00;1.00;0.00;0.00;1.00;0.00;8.00;101.00;370.00;104.00;22.00;9.00;0.05;0.14;0.00;0.18;0.64;118.00;18.00;184.25;1.00
05913c335ff55ca3cf7d163e0d733ee3;8.00;231.00;36.00;0.00;74.00;0.00;180.62;1141.37;230.55;8.42;1944.00;1.04;0.92;0.00;241.89;13.00;5.00;0.14;13.00;424.31;0.90;430.00;0.00;0.00;0.00;0.00;13.00;0.90;430.00;0.00;0.00;0.00;2.87;233.00;52.00;50.00;10.00;259.00;0.00;0.00;0.00;0.00;38.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.00;61.00;217.00;0.00;15.00;8.00;0.00;0.00;0.13;0.60;0.20;31.00;71.00;178.46;1.00
66d6e7248bac3a745db922c987f51e31;1.50;309.00;29.00;0.00;62.00;353.00;348.34;1082.56;247.16;5.68;1755.00;1.11;0.99;0.00;431.45;6.00;0.00;0.00;5.00;604.00;0.93;480.00;0.00;0.00;0.00;0.00;6.00;1.19;481.00;0.00;0.00;0.00;0.44;181.00;22.00;119.00;23.00;783.00;2.00;0.00;59.00;0.00;73.00;10.00;0.00;0.00;2.00;0.00;0.00;2.00;0.00;9.00;40.00;334.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;143.00;284.00;267.76;0.00
5f7d329529a795f80d538381a3aa9707;6.00;102.00;10.00;0.00;0.00;0.00;360.08;1016.35;129.41;6.08;620.00;0.88;0.98;0.00;618.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.53;280.00;13.00;452.00;34.00;2445.00;3.00;0.00;233.00;0.00;115.00;5.00;3.00;0.00;3.00;0.00;0.00;3.00;0.00;22.00;32.00;799.00;0.00;40.00;3.00;0.32;0.55;0.00;0.00;0.12;297.00;25.00;273.85;1.00
b7978f4543f443b87bab5e9c4014f12e;1.00;437.00;50.00;9.00;3.00;831.00;265.04;1331.86;315.41;4.51;1973.00;0.87;0.98;0.00;334.48;2.00;0.00;0.00;0.00;0.00;0.00;9.00;6.00;0.00;0.00;0.00;2.00;2.52;11.00;6.00;0.00;0.00;0.86;327.00;52.00;239.00;68.00;1310.00;4.00;0.00;144.00;0.00;128.00;6.00;1.00;0.00;4.00;0.00;0.00;4.00;0.00;52.00;83.00;506.00;0.00;42.00;7.00;0.10;0.40;0.02;0.02;0.45;199.00;18.00;155.91;0.00
248ac370e2d04212e3d4945afe2f8c30;5.00;60.00;9.00;7.00;9.00;0.00;212.93;1129.00;223.87;4.82;289.00;0.81;0.91;0.00;196.00;1.00;0.00;0.00;1.00;216.00;0.98;62.00;3.00;0.00;0.00;0.00;1.00;0.98;62.00;3.00;0.00;0.00;1.37;221.00;57.00;143.00;33.00;931.00;1.00;0.00;119.00;0.00;127.00;33.00;3.00;0.00;1.00;0.00;0.00;1.00;0.00;8.00;101.00;370.00;104.00;22.00;9.00;0.05;0.14;0.00;0.18;0.64;118.00;18.00;184.25;1.00
cb066df03597ffe862fb917429c5e241;3.00;93.00;26.00;45.00;6.00;1380.00;381.63;2033.33;231.01;8.63;803.00;0.76;0.94;4.00;464.62;5.00;2.00;0.08;5.00;1193.60;1.00;78.00;281.00;4.00;630.00;0.95;5.00;1.00;78.00;281.00;0.00;0.00;0.78;282.00;49.00;89.00;9.00;636.00;25.00;0.00;303.00;0.00;176.00;37.00;13.00;0.00;25.00;0.00;0.00;25.00;0.00;0.00;137.00;709.00;0.00;99.00;15.00;0.17;0.46;0.02;0.02;0.24;104.00;18.00;237.87;0.00
5f7d329529a795f80d538381a3aa9707;6.00;102.00;10.00;0.00;0.00;0.00;360.08;1016.35;129.41;6.08;620.00;0.88;0.98;0.00;618.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.53;280.00;13.00;452.00;34.00;2445.00;3.00;0.00;233.00;0.00;115.00;5.00;3.00;0.00;3.00;0.00;0.00;3.00;0.00;22.00;32.00;799.00;0.00;40.00;3.00;0.32;0.55;0.00;0.00;0.12;297.00;25.00;273.85;1.00
263bb00b9ef59bb5c0c4514f3e2e6296;2.50;204.00;30.00;27.00;5.00;720.00;417.67;1553.86;334.73;4.75;969.00;2.21;0.97;2.00;567.60;2.00;0.00;0.00;2.00;2686.00;0.83;43.00;101.00;2.00;1152.00;1.00;2.00;0.83;43.00;101.00;0.00;0.00;0.70;0.00;0.00;125.00;31.00;619.00;5.00;0.00;49.00;0.00;48.00;8.00;0.00;0.00;5.00;0.00;0.00;5.00;0.00;26.00;29.00;207.00;0.00;66.00;13.00;0.14;0.67;0.00;0.02;0.12;534.00;20.00;356.51;0.00
5f7d329529a795f80d538381a3aa9707;6.00;102.00;10.00;0.00;0.00;0.00;360.08;1016.35;129.41;6.08;620.00;0.88;0.98;0.00;618.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.53;280.00;13.00;452.00;34.00;2445.00;3.00;0.00;233.00;0.00;115.00;5.00;3.00;0.00;3.00;0.00;0.00;3.00;0.00;22.00;32.00;799.00;0.00;40.00;3.00;0.32;0.55;0.00;0.00;0.12;297.00;25.00;273.85;1.00
4bd1135791ab4afe4d9f3215ea1705f8;2.00;59.00;16.00;0.00;11.00;1183.00;265.02;1366.51;163.59;6.58;388.00;0.97;1.14;0.00;517.75;1.00;0.00;0.00;0.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;1.00;2.52;77.00;0.00;0.00;0.00;3.76;3.00;3.00;0.00;0.00;0.00;12.00;0.00;44.00;0.00;18.00;3.00;1.00;0.00;12.00;0.00;0.00;12.00;0.00;2.00;33.00;81.00;0.00;20.00;15.00;0.60;0.00;0.00;0.10;0.30;0.00;20.00;245.26;0.00
726b7a2d27d7cf498094124df70d2338;7.00;348.00;32.00;108.00;20.00;1007.00;472.54;2065.61;321.31;6.34;2206.00;0.77;0.91;0.00;403.38;0.00;0.00;0.00;0.00;0.00;0.00;61.00;451.00;0.00;0.00;0.00;0.00;0.00;61.00;451.00;0.00;0.00;0.95;262.00;35.00;491.00;113.00;2711.00;25.00;0.00;306.00;0.00;157.00;26.00;2.00;0.00;25.00;0.00;0.00;25.00;0.00;45.00;173.00;1016.00;45.00;178.00;25.00;0.31;0.25;0.00;0.09;0.34;102.00;11.00;168.79;1.00
cb066df03597ffe862fb917429c5e241;3.00;93.00;26.00;45.00;6.00;1380.00;381.63;2033.33;231.01;8.63;803.00;0.76;0.94;4.00;464.62;5.00;2.00;0.08;5.00;1193.60;1.00;78.00;281.00;4.00;630.00;0.95;5.00;1.00;78.00;281.00;0.00;0.00;0.78;282.00;49.00;89.00;9.00;636.00;25.00;0.00;303.00;0.00;176.00;37.00;13.00;0.00;25.00;0.00;0.00;25.00;0.00;0.00;137.00;709.00;0.00;99.00;15.00;0.17;0.46;0.02;0.02;0.24;104.00;18.00;237.87;0.00
d53e56e38ef9333345da6eaeec255bfe;1.50;130.00;24.00;0.00;0.00;138.00;415.78;961.60;208.40;7.95;1033.00;0.98;0.86;0.00;424.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.88;0.00;0.00;71.00;7.00;231.00;1.00;0.00;3.00;0.00;22.00;2.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;30.00;158.00;0.00;6.00;2.00;0.17;0.00;0.00;0.00;0.83;122.00;64.00;352.27;0.00
8d5f1f070d7cae438b4fc23cf2f59eac;0.00;160.00;10.00;25.00;2.00;1249.00;742.45;1545.43;300.78;4.67;747.00;0.89;0.95;0.00;594.40;0.00;0.00;0.00;0.00;0.00;0.00;5.00;33.00;0.00;0.00;0.00;0.00;0.00;5.00;33.00;0.00;0.00;0.90;57.00;2.00;0.00;0.00;0.00;5.00;0.00;89.00;0.00;26.00;2.00;0.00;0.00;5.00;0.00;0.00;5.00;0.00;1.00;16.00;154.00;7.00;14.00;6.00;0.14;0.43;0.00;0.07;0.36;0.00;142.00;399.76;0.00
a6e461e3129d69ca06e7df48b49d5ef4;2.10;21.00;10.00;0.00;0.00;330.00;665.33;1001.52;71.43;18.05;379.00;0.93;0.92;0.00;651.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;240.00;0.00;0.00;6.00;3.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;9.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;10.00;18.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;651.60;0.00
5af5c6b148a1d9b3d4fb6bef9397bbb2;6.70;16.00;10.00;0.00;0.00;25.00;204.50;809.50;255.50;13.13;210.00;0.90;0.91;0.00;302.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.00;0.00;16.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;16.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;302.40;1.00
38d4cb414932086975a7645c0ea34acb;3.20;26.00;20.00;0.00;3.00;1952.00;388.62;1140.31;14.00;13.85;360.00;0.91;1.01;0.00;383.80;0.00;0.00;0.00;0.00;0.00;0.00;23.00;0.00;0.00;0.00;0.00;0.00;0.00;37.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;2.00;4.00;0.00;10.00;2.00;1.00;2.00;3.00;0.00;2.00;3.00;0.00;3.00;23.00;27.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;295.69;0.00
2912e56fd8311aff15a51fdfc8f482ba;0.20;31.00;0.00;31.00;0.00;44.00;601.16;2778.32;396.13;0.10;3.00;0.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;0.00;0.00;0.00;31.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
94b3ddb46e37778921b91d434fbbd21d;9.20;147.00;3.00;97.00;0.00;0.00;830.56;3417.63;2063.76;2.68;394.00;0.87;0.75;0.00;728.00;0.00;3.00;1.00;0.00;0.00;0.00;0.00;94.00;0.00;0.00;0.00;0.00;0.00;0.00;94.00;0.00;0.00;0.00;147.00;3.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;14.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;148.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;546.00;1.00
cd3f31c00b35b19fefd635f1a2b89be6;7.90;127.00;5.00;76.00;0.00;1022.00;513.57;2598.87;627.94;1.81;230.00;0.78;0.83;0.00;421.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;0.00;96.00;720.00;0.00;0.33;78.00;0.00;25.00;2.00;45.00;4.00;0.00;18.00;0.00;7.00;2.00;1.00;0.00;4.00;0.00;0.00;4.00;0.00;0.00;8.00;145.00;0.00;6.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;263.50;1.00
0700ee42b75dcf8ce7765dda1c0881cb;7.50;245.00;9.00;57.00;43.00;120.00;268.75;2209.57;1005.91;3.11;761.00;0.76;1.02;0.00;115.11;0.00;0.00;0.00;0.00;0.00;0.00;34.00;180.00;0.00;0.00;0.00;0.00;0.00;40.00;180.00;0.00;240.00;0.00;145.00;9.00;100.00;0.00;220.00;0.00;0.00;0.00;0.00;27.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;147.00;95.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;115.11;1.00
295af4d0bdda11ee4314527b58be331e;4.80;57.00;22.00;7.00;13.00;3602.00;649.54;1685.26;361.61;14.68;837.00;0.86;0.84;0.00;576.18;2.00;3.00;0.14;2.00;256.00;0.63;125.00;130.00;0.00;0.00;0.00;2.00;0.63;125.00;130.00;2752.00;0.00;0.00;8.00;0.00;1.00;0.00;6.00;14.00;2.00;20.00;11.00;8.00;0.00;0.00;1.00;7.00;6.00;1.00;7.00;6.00;1.00;15.00;40.00;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;576.18;0.00
0b63670d2fbfa7fc90ca27884faa660b;5.10;122.00;5.00;17.00;23.00;0.00;1010.13;2451.51;346.43;8.10;988.00;1.20;0.95;0.00;203.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;206.00;0.00;0.00;0.00;0.00;0.00;146.00;120.00;0.00;0.00;0.37;122.00;8.00;38.00;1.00;305.00;0.00;0.00;2.00;0.00;15.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;9.00;139.00;0.00;8.00;1.00;0.88;0.12;0.00;0.00;0.00;0.00;0.00;323.20;1.00
c9f5aabbd876b3d1fbbd66ab822cd57b;6.10;45.00;0.00;13.00;0.00;0.00;370.84;1911.91;367.73;3.09;139.00;0.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48.00;0.00;0.00;0.00;0.00;0.00;0.00;48.00;0.00;0.00;0.00;0.00;0.00;51.00;0.00;156.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00
003fc6d5db12ad3092a0867de90bf3bd;3.50;113.00;14.00;22.00;35.00;1910.00;376.57;1716.21;473.84;9.01;1018.00;0.83;0.93;0.00;423.14;2.00;0.00;0.00;2.00;558.00;0.83;307.00;77.00;0.00;0.00;0.00;2.00;0.83;307.00;77.00;1200.00;0.00;0.00;0.00;0.00;24.00;1.00;84.00;8.00;0.00;21.00;19.00;7.00;0.00;0.00;0.00;4.00;4.00;0.00;4.00;4.00;0.00;11.00;93.00;22.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;371.00;0.00
cd637744f199213fb62205f9d4b02076;1.70;133.00;10.00;0.00;0.00;0.00;343.43;1089.89;250.50;7.59;1010.00;0.86;0.91;0.00;253.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.57;175.00;20.00;15.00;0.00;32.00;0.00;0.00;0.00;0.00;39.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;31.00;268.00;0.00;87.00;10.00;0.57;0.25;0.00;0.05;0.13;0.00;0.00;91.50;0.00
2ca8e3c7ab2d5518d8a9372b5e389766;3.30;7.00;0.00;7.00;0.00;0.00;981.14;2541.14;181.14;3.29;23.00;0.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.00;0.00;0.00;0.00;0.00;0.00;0.00;23.00;0.00;0.00;0.00;0.00;0.00;7.00;0.00;23.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
40a11dc440977746656b1bf7c7172938;1.10;263.00;18.00;0.00;0.00;6.00;299.42;1103.04;601.34;3.83;1007.00;0.85;0.88;0.00;232.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.65;232.00;18.00;19.00;0.00;84.00;0.00;1.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;17.00;246.00;0.00;9.00;2.00;0.67;0.00;0.00;0.00;0.33;0.00;0.00;209.00;0.00
40a11dc440977746656b1bf7c7172938;1.10;263.00;18.00;0.00;0.00;6.00;299.42;1103.04;601.34;3.83;1007.00;0.85;0.88;0.00;232.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.65;232.00;18.00;19.00;0.00;84.00;0.00;1.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;17.00;246.00;0.00;9.00;2.00;0.67;0.00;0.00;0.00;0.33;0.00;0.00;209.00;0.00
f7fb5ccaba6359e7c56a0e10e49afd12;8.30;798.00;49.00;125.00;231.00;5740.00;710.59;2949.11;680.09;5.15;4108.00;1.59;0.94;8.00;846.12;6.00;6.00;0.12;4.00;1042.00;0.98;522.00;897.00;9.00;2101.33;0.97;6.00;0.98;1096.00;612.00;3222.00;0.00;0.79;289.00;15.00;49.00;8.00;152.00;14.00;0.00;125.00;131.00;169.00;0.00;0.00;0.00;5.00;9.00;0.00;5.00;9.00;0.00;30.00;376.00;559.00;74.00;12.00;0.41;0.05;0.01;0.04;0.36;198.00;0.00;540.45;1.00
f48e83dd4c91e50a0990b2c1bd5e1b02;2.30;850.00;28.00;136.00;97.00;943.00;543.51;1643.83;585.84;4.18;3554.00;1.10;1.24;5.00;559.14;0.00;1.00;0.04;1.00;628.00;9.93;324.00;383.00;3.00;1730.67;0.58;0.00;0.00;458.00;410.00;890.00;0.00;0.66;272.00;8.00;470.00;26.00;1863.00;7.00;16.00;144.00;5.00;87.00;7.00;0.00;2.00;5.00;0.00;2.00;5.00;0.00;3.00;41.00;846.00;219.00;69.00;2.00;0.57;0.10;0.00;0.07;0.26;243.00;0.00;337.19;0.00
75115b399a9102a633dc85e69770b3be;6.40;547.00;58.00;302.00;60.00;3700.00;5061.32;5563.74;685.94;7.93;4339.00;1.29;1.49;28.00;7307.52;6.00;23.00;0.40;4.00;3813.00;1.45;283.00;2426.00;29.00;11454.21;1.54;6.00;1.53;841.00;2291.00;2120.00;0.00;1.53;57.00;11.00;502.00;60.00;3617.00;17.00;32.00;60.00;6.00;55.00;3.00;0.00;6.00;10.00;1.00;6.00;10.00;1.00;30.00;75.00;537.00;31.00;39.00;5.00;0.08;0.21;0.33;0.28;0.08;5463.00;0.00;3898.84;1.00
9539f6db5fa42440719a928aab9947f3;7.00;174.00;29.00;4.00;37.00;1937.00;324.32;1621.31;241.40;7.99;1390.00;0.97;1.10;0.00;391.45;4.00;0.00;0.00;3.00;393.33;1.14;289.00;18.00;0.00;0.00;0.00;4.00;1.10;328.00;18.00;1946.00;0.00;0.77;2.00;0.00;155.00;33.00;957.00;12.00;4.00;48.00;11.00;37.00;1.00;1.00;0.00;8.00;4.00;0.00;8.00;4.00;7.00;34.00;177.00;32.00;7.00;2.00;0.00;0.57;0.00;0.00;0.43;227.00;0.00;268.94;1.00
836efd4645e5bfb6b81b37edf0399a9b;3.60;498.00;96.00;156.00;43.00;613.00;375.29;2454.42;286.17;7.30;3634.00;0.79;0.98;24.00;425.83;9.00;0.00;0.00;8.00;131.50;1.04;207.00;507.00;10.00;1823.20;0.91;9.00;0.91;283.00;772.00;240.00;0.00;0.81;61.00;12.00;527.00;123.00;3144.00;7.00;0.00;9.00;8.00;135.00;24.00;0.00;0.00;5.00;2.00;0.00;5.00;2.00;28.00;102.00;373.00;117.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;304.00;0.00;294.12;0.00
b17d998e6aa8b0ea2b56fe6e2bdf12b7;3.50;698.00;63.00;69.00;245.00;5080.00;629.48;2663.93;427.16;6.76;4715.00;0.84;0.95;5.00;690.16;18.00;4.00;0.06;7.00;335.43;0.90;549.00;693.00;6.00;1458.67;1.02;18.00;0.98;1773.00;423.00;3000.00;240.00;0.39;161.00;22.00;89.00;3.00;387.00;44.00;252.00;160.00;45.00;176.00;8.00;8.00;13.00;30.00;1.00;13.00;30.00;1.00;13.00;53.00;299.00;251.00;30.00;2.00;0.90;0.10;0.00;0.00;0.00;1240.00;0.00;545.22;0.00
