student_id;prolog_score;nb_Subs;nb_CompleteSubs;av_CompleteSubs;nb_PointsAwarded;av_styleLength;av_ErrorLength;av_nmbSuccessTests;av_subLength;av_DiffRatio;nb_MockSubs;av_MockSubs;av_CompletedDiffRatio;nb_CompleteImportance3Subs;av_CompleteImportance3DiffRatio;av_MockDiffratio;nb_MockSuccessTests;nb_JanuaryImportance3SuccessTests;avdiffDeadline.1;nmbrDecemberSubs;nmbrCompleteDecemberSubs;nmbrJanuarySubs;nmbrCompleteJanuarySubs;nmbrSuccessTestsJanuary;nbCompleteOnTimeSubs.1;nmbMorningSubsOnTIme;nmbDaySubsOnTIme;nmbNightSubsOnTIme;nmbrAlmostCheat.1;nmbrCheat.1;nmbrCheatOnTime.1;nmbMorningubsOnTImeCompleted;nmbDaySubsOnTImeCompleted;nmbNightSubsOnTImeCompleted;nmbMorningubsOnTImeCompleted.1;nmbDaySubsOnTImeCompleted.1;nmbNightSubsOnTImeCompleted.1;nbMorningCompleteSubs;nDayCompleteSubs;nbNightCompleteSubs;nbMorningSubs;nmbDaySubs;nmbNightSubs;nmbrOctoberSubs;nmbrCompleteOctoberSubs;avNmbrShort_05;avNmbrQuiteShort_075;avNmbrQuiteLong_15;avNmbrLong_2;avNmbrAroundSol_0.25;avStyleLengthCompltedSubsJanuary;avStyleLengthCompltedSubsOctober;avStyleLength;binary_score;PointsFirst2WeeksProlog;nb_PointsLast2WeeksProlog
19f6ab4d3f019be17885e0785074a582;7;213;38;18;0;1034;1707;518;56577;84;0;0;191;0;0;0;0;0;0;190;29;300;35;1372;5;6;57;0;94;6;2;2;3;0;2;3;0;18;54;0;150;548;0;0;0;0;0;0;0;0;277;0;26606;1;0;0
f7fb5ccaba6359e7c56a0e10e49afd12;65;137;19;14;1326;32534;33349;707;220064;88;62;45;97;0;0;74;688;0;79;289;15;49;8;152;14;0;125;131;169;0;0;0;5;9;0;5;9;0;30;50;0;376;559;74;12;41;5;1;4;36;198;0;54045;1;0;972
b7978f4543f443b87bab5e9c4014f12e;62;327;85;26;933;10805;3073;557;76706;12;0;0;144;0;0;0;0;0;86;327;52;239;68;1310;4;0;144;0;128;6;1;0;4;0;0;4;0;52;83;0;258;506;0;42;7;1;4;2;2;45;199;18;15591;1;573;0
5929225d27ff4f3388d5592aa4ee0b2a;54;137;29;21;0;8324;4012;464;79568;91;1;1;149;1;14;14;1;1;0;275;37;217;23;1197;3;0;42;0;79;5;0;0;3;0;0;3;0;9;51;3;120;386;31;0;0;0;0;0;0;0;131;0;10743;1;0;0
ff54eac4ed58315522318d64e4a27a48;3;31;11;35;120;19148;2865;335;71019;87;2;6;103;0;0;29;6;6;56;6;4;66;13;351;0;0;0;1;8;1;0;0;0;0;0;0;0;3;25;3;6;68;19;1;1;0;1;0;0;0;228;0;32581;0;0;240
c8490aca3444c7f07bbb9196b47a6042;56;127;26;2;0;1525;5272;35;63937;134;12;9;225;5;21;19;10;10;0;173;7;413;44;1967;0;0;48;0;124;16;0;0;0;0;0;0;0;0;54;3;0;627;16;0;0;0;0;0;0;0;522;0;48723;1;0;0
74e0de4c66deaef1edf5d37c01e2a3a8;72;4;2;5;0;33;0;1;3409;47;1;25;8;1;14;14;1;1;0;0;0;293;23;971;0;0;0;0;59;4;0;0;0;0;0;0;0;8;20;0;34;297;0;0;0;0;0;0;0;0;207;0;223;1;0;0
0b63670d2fbfa7fc90ca27884faa660b;4;48;4;8;269;415;45;356;100442;56;18;38;79;1;41;39;77;65;37;122;8;38;1;305;0;0;2;0;15;2;0;0;0;0;0;0;0;1;9;0;31;139;0;8;1;88;12;0;0;0;0;0;3232;0;0;132
04ad12f95a8f67888d46b756b1ce8858;34;20;1;5;0;1758;508;545;1102;213;0;0;76;0;0;0;0;0;0;89;2;72;7;686;7;0;203;0;86;3;3;0;7;0;0;7;0;0;26;0;0;366;0;0;0;0;0;0;0;0;1497;0;65138;0;0;0
165793ae4a9ad47cd4cc079fec75b8f1;8;129;18;14;100;16375;1462;572;239402;68;69;53;83;4;69;69;530;117;81;308;21;207;7;644;20;19;229;0;112;2;1;0;20;0;0;20;0;8;49;0;209;577;0;1;0;0;0;0;0;1;799;0;31284;1;0;200
c0837c0f630d492b78077a8e27ec1f8f;36;103;29;28;1740;8004;955;486;122695;128;7;7;298;2;74;71;64;0;133;364;4;130;18;987;20;0;435;135;96;5;2;0;8;12;0;8;12;4;49;29;17;746;226;95;27;42;16;1;14;23;983;99;40576;0;410;0
c0837c0f630d492b78077a8e27ec1f8f;36;103;29;28;1740;8004;955;486;122695;128;7;7;298;2;74;71;64;0;133;364;4;130;18;987;20;0;435;135;96;5;2;0;8;12;0;8;12;4;49;29;17;746;226;95;27;42;16;1;14;23;983;99;40576;0;410;0
1d992ccd13885eb240815cc4077a9ff5;68;192;50;26;0;10342;354;532;179194;103;27;14;174;7;92;6;164;164;0;450;91;369;50;2334;0;0;10;0;110;3;0;0;0;0;0;0;0;43;90;8;226;543;50;0;0;0;0;0;0;0;331;0;22638;1;0;0
aff8a01f2d11c8dfb0e904d45be863eb;67;126;17;13;0;14663;9454;371;102171;9;21;17;292;2;64;32;53;53;0;175;10;451;16;875;5;0;116;0;94;4;1;0;5;0;0;5;0;1;38;0;104;639;58;0;0;0;0;0;0;0;426;0;268;1;0;0
4bad2737c0de0cc8e8e58ef64349b22a;35;115;13;11;286;1417;11089;423;228323;53;52;45;71;4;36;56;337;307;67;155;14;327;15;1672;0;2;4;0;90;4;0;0;0;0;0;0;0;2;33;1;78;507;10;16;2;5;12;0;0;38;386;0;39978;0;240;166
4bad2737c0de0cc8e8e58ef64349b22a;35;115;13;11;286;1417;11089;423;228323;53;52;45;71;4;36;56;337;307;67;155;14;327;15;1672;0;2;4;0;90;4;0;0;0;0;0;0;0;2;33;1;78;507;10;16;2;5;12;0;0;38;386;0;39978;0;240;166
c83e71bf5144e9b6e60f5d8605c520e5;10;310;89;29;1916;8805;3079;362;245565;105;52;17;143;3;29;43;204;204;162;421;27;634;109;3289;9;21;305;5;160;8;1;0;9;0;0;9;0;39;129;0;245;1175;25;47;17;32;11;2;9;32;393;165;41033;1;1010;0
54a1b5af63977d858d818a5141547485;625;134;15;11;83;23066;16224;266;164024;6;53;4;89;3;69;46;227;154;69;118;15;233;17;892;0;0;18;0;55;6;0;0;0;0;0;0;0;16;18;1;147;224;25;45;3;49;13;0;0;2;164;0;14411;1;0;166
0a5b094d93c01d46bae98ab0f00b83e0;6;136;26;19;0;8468;3224;502;80974;99;10;7;195;2;21;37;26;26;0;231;4;98;18;402;3;81;190;0;122;2;0;1;2;0;1;2;0;12;28;0;183;548;0;0;0;0;0;0;0;0;51;0;2398;1;0;0
cb066df03597ffe862fb917429c5e241;31;111;41;37;373;6652;4133;494;18702;143;6;5;259;5;36;32;5;5;78;282;49;89;9;636;25;0;303;0;176;37;13;0;25;0;0;25;0;0;137;0;0;709;0;99;15;17;46;2;2;24;104;18;23787;0;373;0
cb066df03597ffe862fb917429c5e241;31;111;41;37;373;6652;4133;494;18702;143;6;5;259;5;36;32;5;5;78;282;49;89;9;636;25;0;303;0;176;37;13;0;25;0;0;25;0;0;137;0;0;709;0;99;15;17;46;2;2;24;104;18;23787;0;373;0
589158ddb501e841a6ae3e105d3a60d3;225;142;19;13;663;11656;742;344;113386;71;29;2;91;2;71;52;115;0;69;308;32;2;1;27;0;0;14;0;36;4;0;0;0;0;0;0;0;20;27;0;179;238;0;61;7;51;21;0;7;21;156;0;38749;0;720;200
a9bc2fb22c87ed702ba6917f2190eeb6;6;60;23;38;0;8333;102;513;71807;15;1;2;243;1;49;49;1;1;0;30;2;181;33;905;17;0;241;68;102;5;4;0;12;5;0;12;5;8;30;15;35;328;150;0;0;0;0;0;0;0;135;0;3246;1;0;0
2ae178ccd2e0e45f782848aa5077f96d;6;1;0;0;0;0;0;2;276;81;0;0;0;0;0;0;0;0;0;38;3;266;3;1321;0;0;4;0;8;0;0;0;0;0;0;0;0;1;5;0;140;163;1;0;0;0;0;0;0;0;1240;0;2164;1;0;0
9d60b4d7a0c03e9d105a2b08900c27ed;5;37;3;8;100;2551;2703;508;27013;56;29;78;56;2;64;58;164;120;23;163;19;59;4;336;3;20;71;0;33;2;2;0;3;0;0;3;0;8;19;0;65;238;0;5;0;1;0;0;0;0;30;0;64119;1;0;200
4852fc67346247828d0b1cb1b32956ae;45;41;10;24;0;3815;507;476;105766;67;7;17;78;2;36;45;76;76;0;0;0;454;24;1880;0;0;0;0;56;1;0;0;0;0;0;0;0;1;21;2;11;400;43;0;0;0;0;0;0;0;474;0;47383;0;0;0
19c38ee35080ee4b96611e9771b855b2;44;217;30;14;420;1814;6442;381;114885;94;12;6;245;3;14;2;11;10;0;716;59;166;19;772;0;0;2;35;124;5;0;0;0;0;0;0;0;13;55;10;133;621;128;0;0;0;0;0;0;0;355;0;57979;0;0;0
db3a8fff6c6356dd670b63e69437b42e;44;239;43;18;579;23431;5642;542;91977;105;0;0;173;0;0;0;0;0;95;0;0;840;64;3346;0;0;0;0;158;3;0;0;0;0;0;0;0;0;55;14;0;725;168;53;5;11;0;0;2;87;336;111;31959;0;339;0
90c311694ffa983f68144174368f8c9b;37;5;0;0;0;536;56;12;4216;88;1;2;0;0;0;1;0;0;0;0;0;343;28;1868;0;0;0;0;70;3;0;0;0;0;0;0;0;4;19;5;52;215;76;0;0;0;0;0;0;0;745;0;74486;0;0;0
db77a291b4546f4e11fcdf2b4246366b;46;139;42;3;1980;6711;2898;382;139942;126;24;17;198;14;163;126;44;36;137;505;21;218;24;901;8;35;238;0;147;9;1;0;8;0;0;8;0;6;80;0;104;951;0;100;23;27;3;0;16;23;595;11;48428;0;840;0
5302a5b325d54a654c0ffeedad586cba;57;61;13;21;0;15607;5764;492;51502;178;0;0;396;0;0;0;0;0;0;142;1;103;12;670;13;146;254;0;100;3;1;5;8;0;5;8;0;7;31;0;216;453;0;0;0;0;0;0;0;0;119;0;26211;1;0;0
e0d83d5987d201b43976ef5f09d3dc3d;28;128;31;24;1320;23169;415;548;810;141;0;0;199;0;0;0;0;0;183;365;19;254;24;1587;5;47;246;0;133;6;1;0;5;0;0;5;0;9;57;2;131;705;47;19;11;5;32;0;42;16;364;89;46029;0;960;0
52740d7e41bea4da802848fe89fb4844;41;51;12;24;0;909;171;304;97859;135;2;4;428;0;0;26;8;8;0;1;0;87;12;167;1;0;1;0;2;0;0;0;1;0;0;1;0;0;9;4;0;77;14;0;0;0;0;0;0;0;90;0;8277;0;0;0
958140c3dd5ec7cd8750adc8ea294378;25;129;28;22;0;6608;3126;439;68419;83;6;5;187;5;17;16;5;5;0;125;11;418;45;1940;0;0;26;0;80;2;0;0;0;0;0;0;0;20;34;5;136;453;42;0;0;0;0;0;0;0;375;0;38976;0;0;0
a7e3f76010aa3dd353645d46df934a12;94;4;2;5;0;0;0;75;5493;113;4;1;141;2;141;113;30;30;0;241;45;19;9;83;3;0;29;0;48;0;0;0;3;0;0;3;0;0;54;0;0;258;2;0;0;0;0;0;0;0;321;0;474;1;0;0
b399873d3d35e91ef12c3a86a03dff16;68;102;32;31;0;4451;1184;558;199443;16;6;6;339;3;108;75;26;26;0;151;8;124;29;655;8;0;196;0;71;4;2;0;8;0;0;8;0;2;63;0;15;389;0;0;0;0;0;0;0;0;176;0;31034;1;0;0
fcd13b9868996f0c07f00363a48b2de2;71;147;32;22;1763;4065;1159;684;52299;98;0;0;191;0;0;0;0;0;98;66;12;33;7;528;72;0;287;147;121;2;0;0;53;19;0;53;19;2;94;27;8;546;189;147;32;33;29;1;5;31;940;12;17473;1;840;0
2f6a20b7a25b78ce5bfe6380390b521f;3;16;2;13;0;25025;9;244;78125;93;0;0;248;0;0;0;0;0;0;102;6;11;3;54;9;60;27;0;42;1;0;6;3;0;6;3;0;7;19;0;118;108;0;0;0;0;0;0;0;0;453;0;37815;0;0;0
fdd712806dab629531811ab11a4bd38a;39;109;22;2;1680;12503;1325;528;10215;234;0;0;579;0;0;0;0;0;235;144;16;1;0;0;23;27;530;0;54;5;2;1;22;0;1;22;0;3;54;0;30;805;0;108;22;14;13;6;18;4;0;156;269144;0;1080;0
2d22f3d46afbc3d5bbec3a6f64e5e53d;12;50;14;28;0;10712;1728;552;5868;105;0;0;146;0;0;0;0;0;0;0;0;130;19;628;0;0;0;0;11;2;0;0;0;0;0;0;0;4;15;0;13;117;0;0;0;0;0;0;0;0;89;0;8905;0;0;0
820050ea8e67f0544a9e23b51f29ea94;0;84;21;25;0;2957;757;592;69276;103;1;1;222;1;14;14;1;1;0;12;0;201;37;1413;7;0;38;7;40;1;0;0;7;0;0;7;0;3;52;2;18;291;17;0;0;0;0;0;0;0;119;0;14175;0;0;0
8726d14aabb8a0612ee7e2c038b73659;17;118;45;38;0;19312;7753;247;37505;61;1;1;16;1;2;2;1;1;0;0;0;298;52;929;9;0;137;46;69;2;0;0;6;3;0;6;3;0;58;3;0;405;94;0;0;0;0;0;0;0;249;0;26767;0;0;0
ab98bd46c269aa2b34b30b76bb7f845c;3;54;22;41;0;23637;5504;278;64526;156;1;2;311;1;28;28;1;1;0;1;1;106;28;816;5;11;1;85;28;3;0;0;1;4;0;1;4;0;11;26;14;103;130;0;0;0;0;0;0;0;114;0;11676;0;0;0
d57a967ed1ae95a2f8c3dfa8fa466b19;15;148;60;41;0;8397;4292;434;102649;125;3;2;19;3;36;36;3;3;0;36;5;222;78;1041;0;0;0;0;27;2;0;0;0;0;0;0;0;35;48;0;99;159;0;0;0;0;0;0;0;0;61;0;7913;0;0;0
d3ebcfcf0b9bce1374adf36a55abe633;2;84;10;12;0;10062;3071;363;42938;88;0;0;131;0;0;0;0;0;0;0;0;233;31;779;0;0;0;0;36;5;0;0;0;0;0;0;0;7;17;7;36;111;86;0;0;0;0;0;0;0;153;0;15252;0;0;0
d3ebcfcf0b9bce1374adf36a55abe633;2;84;10;12;0;10062;3071;363;42938;88;0;0;131;0;0;0;0;0;0;0;0;233;31;779;0;0;0;0;36;5;0;0;0;0;0;0;0;7;17;7;36;111;86;0;0;0;0;0;0;0;153;0;15252;0;0;0
5a9144f505e3d2fb8e60a2e9df447cb4;0;57;23;4;0;7881;2751;57;169565;248;1;2;335;1;14;14;1;1;0;37;4;19;4;346;7;0;94;38;25;1;1;0;4;3;0;4;3;1;29;10;5;168;64;0;0;0;0;0;0;0;3291;0;4638;0;0;0
731d73b073df3e4bff70b89fc2f31323;10;35;17;49;720;16149;12;511;117771;108;1;3;132;1;14;14;1;0;1;190;44;8;5;211;50;0;149;121;64;3;1;0;22;28;0;22;28;0;63;49;0;285;176;64;30;8;25;0;6;61;970;463;64511;1;0;0
1b3389c4ef5d90bedb2a23843041ed68;475;114;30;26;837;15239;6418;449;189681;127;26;23;105;2;98;55;189;138;19;186;22;113;12;1077;15;46;56;0;56;1;0;2;13;0;2;13;0;15;44;21;154;223;153;31;9;26;16;3;42;13;724;0;24685;0;480;0
a1aa5efb27a890341b696f22e57bcf15;78;97;30;31;480;7472;3225;467;61142;157;0;0;311;0;0;0;0;0;394;349;48;77;7;582;14;0;272;20;108;9;1;0;14;0;0;14;0;0;60;17;0;553;73;9;5;67;0;0;11;22;193;55;32738;1;0;0
3ac71773a93aa5ce134297073f65e65c;3;62;15;24;356;8103;3581;363;37465;8;0;0;122;0;0;0;0;0;8;0;0;9;5;24;6;0;72;0;7;0;0;0;6;0;0;6;0;0;21;0;0;134;0;53;10;43;15;8;4;26;122;0;21448;0;720;0
c6348a9ad59de600326b19aed6051c56;74;292;51;17;240;17904;4278;437;173236;8;7;2;96;5;32;31;5;1;4;848;55;240;22;1802;8;20;169;96;183;15;6;0;6;2;0;6;2;33;65;23;349;921;333;7;5;1;0;0;0;0;1293;102;65845;1;0;0
ded3953480e33642d98307db672b0c56;48;64;19;3;950;19694;2669;386;47363;133;6;9;285;2;14;11;2;1;164;98;7;57;4;500;6;44;334;6;79;4;3;0;5;1;0;5;1;9;24;1;100;549;7;47;13;51;11;9;11;17;195;76;39118;0;0;0
852e96e1c38699fa8cbba0a2efb70f2d;7;48;11;23;199;4575;1458;319;34517;74;2;4;129;0;0;23;11;11;27;38;2;49;7;266;6;0;26;0;17;0;0;0;6;0;0;6;0;0;27;1;0;161;6;3;0;1;0;0;0;0;108;0;15371;1;720;0
aa51b3406b4fff51e614ae8d20afd5c4;63;11;5;45;240;11709;3964;118;47309;42;1;9;658;1;33;33;1;1;1038;279;10;76;3;515;7;11;285;0;104;13;2;1;6;0;1;6;0;5;27;0;106;587;0;3;3;67;0;0;33;0;1488;101;94513;1;0;0
9059cac8ef91d4185a32df283f1861df;5;22;5;23;203;7164;5855;173;71727;48;4;18;55;4;41;41;4;4;49;20;0;116;4;173;4;0;38;0;11;0;0;0;4;0;0;4;0;3;7;0;55;128;3;6;0;67;33;0;0;0;230;0;2456;1;240;0
9b2a203f1a5eb3a4a8160145141e781e;875;26;4;15;66;15231;1462;204;31708;91;0;0;94;0;0;0;0;0;25;100;14;131;1;153;0;0;0;0;48;4;0;0;0;0;0;0;0;3;16;0;18;239;0;2;0;1;0;0;0;0;872;0;148884;1;720;0
9bed6a8feec9751871b4be9c22b3a159;8;14;5;36;66;9571;58;293;402686;5;7;5;69;3;53;36;24;22;8;53;12;42;4;161;19;3;75;0;11;0;0;0;19;0;0;19;0;4;34;0;34;138;0;1;0;0;0;0;0;1;2071;0;58874;1;132;0
c255d5ab87f0d4fc12f3c725df81195b;5;66;11;17;360;7515;5545;232;96836;73;0;0;115;0;0;0;0;0;33;0;0;188;24;966;0;0;0;0;53;6;0;0;0;0;0;0;0;0;29;2;0;225;6;32;3;88;9;0;0;3;256;0;19819;1;720;0
ca6ae3e3002f2daddc942c0609e48f9f;3;115;12;1;315;8588;1217;327;45871;88;1;1;117;0;0;5;5;0;68;0;0;1;0;5;0;0;0;0;7;5;0;0;0;0;0;0;0;0;12;0;9;106;0;92;12;6;14;0;1;14;0;0;0;0;240;456
cc65896f2f0bf17dfeb5dba159c46bf5;74;40;11;28;600;347;108;818;695;101;0;0;97;0;0;0;0;0;68;20;11;87;5;518;4;0;8;0;24;2;0;0;4;0;0;4;0;2;35;9;16;172;50;14;6;7;86;7;0;0;130;71;158;1;0;0
d90effd88287ebdb22ed68e60b64e048;78;116;28;24;480;12893;1955;489;94207;119;0;0;327;0;0;0;0;0;213;171;2;189;29;820;5;0;165;0;82;5;5;0;5;0;0;5;0;2;48;0;44;492;0;18;7;61;33;0;6;0;137;135;16968;1;0;0
aa697914859b16ee577b6d04269560ec;37;60;11;18;600;1404;6787;293;64653;153;0;0;612;0;0;0;0;0;154;2;0;0;0;0;15;0;150;0;36;1;1;0;15;0;0;15;0;0;26;1;0;238;1;56;11;68;25;0;4;4;0;129;412;0;0;0
ff095c82df21830b08192452e24e067d;4;194;25;13;265;8872;5584;338;91718;65;24;12;8;0;0;39;141;141;53;402;26;235;18;1563;0;0;0;0;154;21;0;0;0;0;0;0;0;4;55;2;45;772;3;42;3;48;38;0;0;14;552;0;32177;0;720;0
6da8a54723c1ed53525116e45e35a727;6;7;3;43;120;3771;40;1;264;1475;0;0;33;0;0;0;0;0;33;11;1;2;0;2;6;0;84;0;27;4;2;0;6;0;0;6;0;0;15;0;2;198;0;3;3;0;0;0;1;0;0;88;2832;1;0;0
d8e25bf159951bd2deb2f13180808d9e;325;291;74;25;420;13696;3865;357;79166;89;2;1;15;1;16;13;1;0;101;348;44;395;55;2212;5;0;195;0;120;8;1;0;5;0;0;5;0;6;117;7;69;953;105;54;10;19;35;9;6;17;525;226;35529;0;0;0
66d6e7248bac3a745db922c987f51e31;66;91;19;21;120;6013;2747;674;71204;12;1;1;163;1;14;14;1;1;44;181;22;119;23;783;2;0;59;0;73;10;0;0;2;0;0;2;0;9;40;0;66;334;0;1;1;1;0;0;0;0;143;284;26776;1;0;0
5f7d329529a795f80d538381a3aa9707;15;92;11;12;0;8948;29;634;5727;93;0;0;125;0;0;0;0;0;53;280;13;452;34;2445;3;0;233;0;115;5;3;0;3;0;0;3;0;22;32;0;233;799;0;40;3;32;55;0;0;12;297;25;27385;0;0;0
5f7d329529a795f80d538381a3aa9707;15;92;11;12;0;8948;29;634;5727;93;0;0;125;0;0;0;0;0;53;280;13;452;34;2445;3;0;233;0;115;5;3;0;3;0;0;3;0;22;32;0;233;799;0;40;3;32;55;0;0;12;297;25;27385;0;0;0
5f7d329529a795f80d538381a3aa9707;15;92;11;12;0;8948;29;634;5727;93;0;0;125;0;0;0;0;0;53;280;13;452;34;2445;3;0;233;0;115;5;3;0;3;0;0;3;0;22;32;0;233;799;0;40;3;32;55;0;0;12;297;25;27385;0;0;0
d53e56e38ef9333345da6eaeec255bfe;12;28;6;21;240;46;514;85;69771;95;0;0;79;0;0;0;0;0;88;0;0;71;7;231;1;0;3;0;22;2;0;0;1;0;0;1;0;0;30;0;0;158;0;6;2;17;0;0;0;83;122;64;35227;0;0;0
8ab6e1e5c727c228f62b85685960ef2b;3;22;7;32;0;3091;1509;336;33527;56;0;0;82;0;0;0;0;0;0;22;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0
eca2067efdec1fab50794c4717ee2deb;45;31;2;6;0;4916;2619;11;31123;71;1;3;62;1;25;25;1;0;92;25;1;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;2;0;23;8;0;6;1;0;17;0;0;83;0;0;0;0;0;0
38d4cb414932086975a7645c0ea34acb;2;5;5;1;0;0;0;5;4272;85;0;0;85;0;0;0;0;0;0;0;0;0;0;0;5;2;4;0;10;2;1;2;3;0;2;3;0;3;23;0;3;27;1;0;0;0;0;0;0;0;0;0;29569;0;0;0
84c59701c2dfe6a11732094a52c02920;15;1;0;0;0;0;0;0;1552;366;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94b3ddb46e37778921b91d434fbbd21d;75;1;1;1;0;0;0;1;524;17;1;1;17;1;17;17;1;1;0;147;3;1;1;1;0;0;0;0;14;0;0;0;0;0;0;0;0;0;4;0;0;148;0;0;0;0;0;0;0;0;0;0;546;1;0;0
45105e4ece2ffe73dcad433139a17ebf;5;9;1;11;0;88;711;2;959911;74;2;22;33;0;0;27;12;12;0;1;1;8;0;12;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0
ce7faa06acc78fb7e004e361221a32ad;45;13;1;8;0;4646;3015;131;37508;111;0;0;106;0;0;0;0;0;0;0;0;7;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
295af4d0bdda11ee4314527b58be331e;5;1;0;0;0;0;0;6;2084;38;1;1;0;0;0;38;6;6;0;8;0;1;0;6;14;2;20;11;8;0;0;1;7;6;1;7;6;1;15;6;3;40;15;0;0;0;0;0;0;0;0;0;57618;1;0;0
2f840e664922cd5532a517b4ddc49f0d;3;283;28;1;120;3018;10595;296;323522;74;81;29;92;7;54;65;403;403;125;246;4;886;62;3851;0;0;0;0;159;11;0;0;0;0;0;0;0;4;29;34;98;626;417;9;1;0;0;11;0;67;340;0;36322;0;240;0
2f840e664922cd5532a517b4ddc49f0d;3;283;28;1;120;3018;10595;296;323522;74;81;29;92;7;54;65;403;403;125;246;4;886;62;3851;0;0;0;0;159;11;0;0;0;0;0;0;0;4;29;34;98;626;417;9;1;0;0;11;0;67;340;0;36322;0;240;0
c9f5aabbd876b3d1fbbd66ab822cd57b;2;6;0;0;0;0;0;283;145467;26;6;1;0;0;0;26;17;17;0;0;0;51;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9539f6db5fa42440719a928aab9947f3;55;94;22;23;114;7613;486;409;114991;62;28;3;68;5;25;52;165;153;77;2;0;155;33;957;12;4;48;11;37;1;1;0;8;4;0;8;4;7;34;10;59;177;32;7;2;0;57;0;0;43;227;0;26894;1;0;228
003fc6d5db12ad3092a0867de90bf3bd;45;2;1;5;0;0;0;35;1182;31;2;1;42;1;42;31;7;7;0;0;0;24;1;84;8;0;21;19;7;0;0;0;4;4;0;4;4;0;11;5;0;93;22;0;0;0;0;0;0;0;0;0;371;0;0;0
9678088ebf5ebb1461c891028029a8eb;7;4;4;1;0;0;0;6;604;24;0;0;24;0;0;0;0;0;0;0;0;4;4;24;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
40a11dc440977746656b1bf7c7172938;0;9;2;22;0;0;0;356;41244;65;0;0;111;0;0;0;0;0;65;232;18;19;0;84;0;1;0;0;76;0;0;0;0;0;0;0;0;3;17;0;26;246;0;9;2;67;0;0;0;33;0;0;209;0;0;0
40a11dc440977746656b1bf7c7172938;0;9;2;22;0;0;0;356;41244;65;0;0;111;0;0;0;0;0;65;232;18;19;0;84;0;1;0;0;76;0;0;0;0;0;0;0;0;3;17;0;26;246;0;9;2;67;0;0;0;33;0;0;209;0;0;0
275ef09948e257fd366ed418c3cb59fd;5;1;1;1;0;0;0;1;416;14;1;1;14;1;14;14;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
f48e83dd4c91e50a0990b2c1bd5e1b02;0;244;19;8;216;14808;4108;304;10689;58;26;11;84;2;14;69;157;157;66;272;8;470;26;1863;7;16;144;5;87;7;0;2;5;0;2;5;0;3;41;3;29;846;219;69;2;57;1;0;7;26;243;0;33719;0;0;0
f48e83dd4c91e50a0990b2c1bd5e1b02;0;244;19;8;216;14808;4108;304;10689;58;26;11;84;2;14;69;157;157;66;272;8;470;26;1863;7;16;144;5;87;7;0;2;5;0;2;5;0;3;41;3;29;846;219;69;2;57;1;0;7;26;243;0;33719;0;0;0
75115b399a9102a633dc85e69770b3be;625;234;44;19;100;17868;4012;59;441526;11;72;31;114;16;142;14;911;911;153;57;11;502;60;3617;17;32;60;6;55;3;0;6;10;1;6;10;1;30;75;5;213;537;31;39;5;8;21;33;28;8;5463;0;389884;1;0;0
836efd4645e5bfb6b81b37edf0399a9b;1;156;53;34;0;10895;5851;375;214597;68;12;8;105;3;92;55;113;113;81;61;12;527;123;3144;7;0;9;8;135;24;0;0;5;2;0;5;2;28;102;19;164;373;117;1;0;0;0;0;0;1;304;0;29412;0;0;0
836efd4645e5bfb6b81b37edf0399a9b;1;156;53;34;0;10895;5851;375;214597;68;12;8;105;3;92;55;113;113;81;61;12;527;123;3144;7;0;9;8;135;24;0;0;5;2;0;5;2;28;102;19;164;373;117;1;0;0;0;0;0;1;304;0;29412;0;0;0
595eb4adc320c2eaddc910a5fcab9188;4;117;14;12;0;5815;3142;335;82154;58;21;18;88;0;0;38;84;84;71;88;3;59;10;267;15;0;190;10;46;2;2;0;14;1;0;14;1;2;40;2;27;466;30;59;3;15;53;2;0;31;214;0;53427;0;0;0
8d85b6803e45303bcf821dea90b3a031;4;156;36;23;960;8821;7174;426;99515;59;24;15;104;4;78;48;227;227;71;0;0;456;74;2983;0;0;0;0;99;2;0;0;0;0;0;0;0;6;71;16;34;379;124;81;19;31;48;2;6;12;451;0;35901;0;720;0
8d85b6803e45303bcf821dea90b3a031;4;156;36;23;960;8821;7174;426;99515;59;24;15;104;4;78;48;227;227;71;0;0;456;74;2983;0;0;0;0;99;2;0;0;0;0;0;0;0;6;71;16;34;379;124;81;19;31;48;2;6;12;451;0;35901;0;720;0
