student_id,TotalScore,BinaryScore,nb_Subs,nb_CompleteSubs,av_CompleteSubs,nb_PointsAwarded,av_styleLength,av_ErrorLength,av_nmbSuccessTests,av_subLength,av_DiffRatio,nb_MockSubs,av_MockSubs,av_CompletedDiffRatio,nb_CompleteImportance3Subs,av_CompleteImportance3DiffRatio,av_MockDiffratio,nb_MockSuccessTests,nb_JanuaryImportance3SuccessTests,avdiffDeadline.1,nmbrDecemberSubs,nmbrCompleteDecemberSubs,nmbrJanuarySubs,nmbrCompleteJanuarySubs,nmbrSuccessTestsJanuary,nbCompleteOnTimeSubs.1,nmbMorningSubsOnTIme,nmbDaySubsOnTIme,nmbNightSubsOnTIme,nmbrAlmostCheat.1,nmbrCheat.1,nmbrCheatOnTime.1,nmbMorningubsOnTImeCompleted,nmbDaySubsOnTImeCompleted,nmbNightSubsOnTImeCompleted,nmbMorningubsOnTImeCompleted.1,nmbDaySubsOnTImeCompleted.1,nmbNightSubsOnTImeCompleted.1,nbMorningCompleteSubs,nDayCompleteSubs,nbNightCompleteSubs,nbMorningSubs,nmbDaySubs,nmbNightSubs,nmbrOctoberSubs,nmbrCompleteOctoberSubs,avNmbrShort_05,avNmbrQuiteShort_075,avNmbrQuiteLong_15,avNmbrLong_2,avNmbrAroundSol_0.25,avStyleLengthCompltedSubsJanuary,avStyleLengthCompltedSubsOctober,avStyleLength,Avsubtime
e63a86d19edf6ea36fcbb8a450e21959,2.5,0,264,47,0.18,1875,144.29,40.67,3.64,1170.42,0.6,16,0.06,0.8,2,1.17,0.49,140,135,0.51,150,9,397,43,2330,52,113,381,190,182,8,1,6,23,23,6,23,23,11,77,39,158,893,342,106,18,0.68,0.09,0.01,0.01,0.21,187,117,231.15,2.02E+11
fc3bae4b7271803308c96bf413773878,5,1,329,61,0.19,1432,182.33,78.89,2.77,1009.33,0.62,46,0.14,0.89,6,0.38,0.39,164,132,0.48,343,21,281,30,908,25,29,339,37,207,5,2,1,20,4,1,20,4,13,93,26,352,1197,260,184,27,0.65,0.26,0,0.02,0.06,1329,77,918.33,2.02E+11
2a4df73484dddb6300a7d49ec110c126,6,1,32,16,0.5,1626,67.5,25,9.19,5171.63,1.76,13,0.41,1.49,2,2.33,2.12,209,0,1.93,84,12,1,0,0,23,18,46,15,22,0,0,4,15,4,4,15,4,4,45,6,18,157,29,24,12,0.12,0.08,0,0.58,0.08,0,34,728.36,2.02E+11
52ab2505048fe6b8061c1d7f147daef2,5,1,152,17,0.11,750,175,70.58,2.33,1872.21,0.64,24,0.16,0.81,2,0.98,0.69,77,2,0.79,450,27,56,9,354,18,22,369,21,146,9,1,2,15,1,2,15,1,15,48,19,95,741,163,87,9,0.59,0.02,0,0.02,0.37,629,21,1004.59,2.02E+11
18a6c46539fe3889969c11cc0f9e69fa,1.5,0,48,14,0.29,120,48.25,12.83,4.15,635,0.87,2,0.04,1.27,2,0.4,0.4,2,2,0.38,176,12,57,19,366,20,0,100,32,62,4,1,0,9,11,0,9,11,13,34,17,64,322,74,13,2,1,0,0,0,0,136,188,368.06,2.02E+11
2a1c534db1e5b9c40c72d9d88020d554,1.5,0,140,26,0.19,323,130.57,62.6,3.08,671.03,0.52,37,0.26,1.09,1,0.18,0.12,69,28,0.75,254,29,167,22,956,13,11,362,4,123,8,4,0,13,0,0,13,0,32,38,0,184,656,4,86,6,0.23,0.09,0,0,0.67,173,99,147.14,2.02E+11
50958cd9cace77f7c16025171764d327,8.75,1,31,7,0.23,386,66.06,12.26,7.19,1385.68,0.48,10,0.32,0.63,0,0,0.37,55,0,0.48,23,5,1,1,26,13,3,51,0,19,2,1,0,13,0,0,13,0,1,31,0,5,117,0,32,9,0.66,0.19,0,0,0.16,12,152,164.38,2.02E+11
a456c4050e08099ba862bef8ae5dc8de,8,1,239,41,0.17,540,375.1,167.85,3.61,2898.88,0.72,78,0.33,1.07,16,1.14,0.98,348,226,1.08,275,24,441,39,1973,20,21,141,0,110,5,1,1,19,0,1,19,0,21,64,0,201,689,0,28,5,0.21,0.36,0.07,0.21,0,1262,686,1131.06,2.02E+11
12550fb591426e0ebf627d1ddbfd0dbf,7.5,1,87,29,0.33,2400,217.38,80.28,4.43,3270.39,0.94,13,0.15,1.16,4,2.12,1.67,168,2,0.97,40,3,54,8,459,14,41,50,0,28,0,0,4,10,0,4,10,0,13,44,4,79,229,16,73,22,0.32,0.11,0.07,0.11,0.38,1434,373,564.46,2.02E+11
d6967ecb99d0e0c7ecd1de62a55da433,8,1,86,38,0.44,1560,163.12,115.91,5.7,3486.74,0.82,42,0.49,0.82,16,0.69,0.94,308,95,0.76,435,15,442,25,2890,10,55,208,0,219,7,0,4,6,0,4,6,0,17,70,0,324,1186,0,40,21,0.55,0.15,0.02,0.05,0.15,923,53,503.26,2.02E+11
9dae0307529eb060cfcb0e73b61f8076,7,1,166,15,0.09,277,241.71,116.7,3.16,1596,0.94,29,0.17,0.75,2,0.27,1.03,112,30,0.98,238,2,97,3,236,11,46,273,0,92,1,0,0,11,0,0,11,0,1,38,0,125,860,1,153,15,0.32,0.3,0.06,0.16,0.08,4992,26,798.36,2.02E+11
632aa61d43181ec8c12da13ec48e3527,6.5,1,242,77,0.32,1053,78.74,28.84,4.65,1590.21,0.71,53,0.22,0.8,21,0.77,0.71,415,383,0.79,637,53,501,84,3815,13,28,186,0,249,21,4,0,13,0,0,13,0,39,143,0,299,1074,0,40,14,0.65,0.08,0.05,0.12,0.1,951,14,581.23,2.02E+11
a2f132c0bc83e0438399abef26a7ad0b,4.5,0,63,15,0.24,1174,201.84,181.65,2.79,1740.7,0.88,11,0.17,1.22,0,0,1.04,36,36,0.78,82,1,116,10,845,14,56,111,0,58,1,1,3,11,0,3,11,0,10,34,0,156,247,0,45,10,0.56,0.11,0.13,0.02,0.11,887,37,546.36,2.02E+11
28b9896f63c023e221fd2fd360509561,2.5,0,110,33,0.3,1414,269.75,188.07,3.42,4389.49,0.88,28,0.25,1.01,6,0.7,0.76,163,102,0.85,184,7,153,38,628,23,15,257,0,143,11,0,1,22,0,1,22,0,20,70,0,77,838,25,91,19,0.22,0.11,0.01,0.03,0.56,483,379,585.29,2.02E+11
d9261d30ce2a5a533903600b4b03214f,5,1,222,22,0.1,693,448.61,269.78,3.14,2456.09,0.89,61,0.27,1.74,3,0.48,0.95,252,11,0.84,290,5,246,15,1061,23,43,425,0,159,14,5,0,23,0,0,23,0,8,51,0,245,896,0,121,8,0.62,0.06,0.07,0.06,0.15,528,310,303.53,2.02E+11
05231c3e3b13bf76eaf69e6ebcc7eeca,9,1,152,39,0.26,934,114.55,15.42,3.41,756.03,0.72,2,0.01,0.88,2,0.43,0.43,2,2,0.65,31,6,86,24,648,13,0,122,0,50,1,1,0,13,0,0,13,0,0,66,0,0,378,0,102,15,0.55,0.36,0,0.06,0.02,216,100,347.52,2.02E+11
f6d47e0c20ca9977960e3d84b2703d15,9,1,169,20,0.12,868,267.05,60.8,2.3,1147.88,0.59,9,0.05,1.09,0,0,0.39,0,0,0.79,46,1,215,14,1132,12,0,134,0,51,6,2,0,12,0,0,12,0,0,42,1,0,440,7,53,7,0.42,0.32,0,0.06,0.15,1478,218,757.4,2.02E+11
9d0c4080db434e2ab16c80ce2b994f92,3.5,0,366,26,0.07,2139,250.24,27.74,2.53,754.66,0.69,16,0.04,0.82,0,0,0.44,59,28,0.64,179,1,481,12,1792,8,0,229,0,194,11,5,0,8,0,0,8,0,2,49,0,95,1162,46,304,19,0.54,0.22,0.11,0.01,0.09,384,113,308.24,2.02E+11
dd4a6ebb72e5b057a51fee46587a19c9,6,1,67,24,0.36,1586,81.01,70.15,2.72,1298.75,0.68,3,0.04,0.9,0,0,0.6,12,0,0.61,0,0,166,15,880,7,0,89,0,57,4,0,0,7,0,0,7,0,2,43,0,27,333,0,46,14,0.39,0.5,0,0.02,0.07,378,28,257.07,2.02E+11
b07aced80770ac794f423aa3d6cb97db,2.5,0,278,20,0.07,323,147.45,57.37,2.85,932.65,0.68,36,0.13,0.58,7,0.26,0.37,144,144,1.09,147,6,360,19,1382,11,0,174,0,108,3,0,0,11,0,0,11,0,0,41,0,78,850,26,116,7,0.28,0.05,0.03,0.15,0.49,249,61,161.95,2.02E+11
952dd801db0c5decf0f185021445112c,2,0,188,24,0.13,868,294.11,81.77,1.81,460.83,0.48,7,0.04,0.94,0,0,0.17,27,27,0.48,37,1,347,18,1967,9,0,110,0,28,3,2,0,9,0,0,9,0,4,40,0,87,464,0,66,12,0.79,0.09,0,0.02,0.06,870,65,593.55,2.02E+11
9196c77374a9fba5b2dfd78bf6363dc8,2,0,85,27,0.32,630,257.93,69.84,3.46,1811.25,0.73,8,0.09,0.95,0,0,0.48,43,12,0.74,0,0,65,37,646,3,0,79,0,59,13,0,0,3,0,0,3,0,1,60,0,1,226,0,62,16,0.45,0.26,0,0.08,0.19,252,132,240.98,2.02E+11
0ffd08b55164fa1426ab8afc6a9cb64e,1.5,0,265,32,0.12,1394,109.99,91.44,3.84,970.34,0.68,48,0.18,1.18,2,1.01,0.53,326,310,0.7,24,0,141,27,867,5,0,66,0,55,12,5,0,5,0,0,5,0,6,45,7,20,355,28,184,23,0.49,0.29,0.01,0.07,0.14,175,8,122.62,2.02E+11
c651b390081ca52ab27831e96a0ac4c3,1.5,0,125,7,0.06,186,153.02,45.09,2.34,352.29,0.68,2,0.02,0.91,0,0,0.39,12,12,0.39,183,9,141,6,541,9,0,303,0,92,9,6,0,9,0,0,9,0,11,18,0,155,577,0,45,2,0.76,0.22,0,0,0.02,265,92,163.31,2.02E+11
69c88d9c53e2ee89ff0d6e399eb69d6c,1.5,0,61,12,0.2,476,103.02,23.8,2.87,590.95,0.46,0,0,0.75,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,61,0,35,5,0.89,0.06,0,0,0.06,0,152,126.67,2.02E+11
8178d6766a506fc5334b6f901b487b7e,0,0,91,13,0.14,666,392.22,12.4,3.86,418.9,0.79,0,0,0.9,0,0,0,0,0,0.7,86,5,162,24,1216,4,0,118,0,57,4,0,0,4,0,0,4,0,0,43,1,0,460,23,40,5,0.2,0.48,0,0,0.32,750,115,584.45,2.02E+11
ae8521df773cb97772fa55aa2f9039dc,0,0,293,45,0.15,867,97.41,37.19,3.28,784.23,0.56,26,0.09,0.91,1,1,0.25,135,88,0.71,181,10,559,51,3018,7,0,188,0,105,9,1,0,7,0,0,7,0,15,65,4,57,822,72,112,15,0.37,0.25,0.01,0.02,0.26,336,238,310.29,2.02E+11
753cc0c9a3f08ce6c0637cdd6a25afe9,4,0,519,52,0.1,1440,121.46,39.38,2.43,547.21,0.54,53,0.1,0.64,2,1.01,0.19,257,257,0.53,0,0,551,63,2046,0,0,0,0,62,2,0,0,0,0,0,0,0,26,20,34,242,202,372,265,17,0.7,0.05,0,0.04,0.16,207,120,188.25,2.02E+11
